DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19p13.2	19	8222034	CERS4	CERS4			ENSG00000090661	NA	NA	rs7253584-C	rs7253584	0	7253584	intron_variant	0	NR	1E-12	12	(Sphingomyelin with acyl residue sum C16:0/Sphingomyelin with acyl residue sum C18:0)	0.359092	[0.26-0.46] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19p13.2	19	8223873	CERS4	AC022146.2, CERS4			ENSG00000271717, ENSG00000090661	NA	NA	rs9749262-T	rs9749262	0	9749262	intron_variant	0	NR	5E-12	11.301029995664	(Sphingomyelin with acyl residue sum C18:0/Sphingomyelin with acyl residue sum C24:0)	0.34754	[0.25-0.44] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19p13.2	19	8226788	CERS4	CERS4, AC022146.2			ENSG00000090661, ENSG00000271717	NA	NA	rs7259572-G	rs7259572	0	7259572	intron_variant	0	NR	8E-14	13.0969100130081	(Sphingomyelin with acyl residue sum C16:1/Sphingomyelin with acyl residue sum C18:0)	0.382112	[0.28-0.48] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	19p13.2	19	8226788	CERS4	CERS4, AC022146.2			ENSG00000090661, ENSG00000271717	NA	NA	rs7259572-G	rs7259572	0	7259572	intron_variant	0	NR	6E-19	18.2218487496164	(Sphingomyelin with acyl residue sum C16:1/Sphingomyelin with acyl residue sum C18:1)	0.44741	[0.35-0.54] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	6p24.2	6	11028421	ELOVL2	ELOVL2			ENSG00000197977	NA	NA	rs2208338-A	rs2208338	0	2208338	intron_variant	0	NR	2E-13	12.698970004336	(Phosphatidylcholine with diacyl residue sum C38:5/Phosphatidylcholine with diacyl residue sum C42:5)	0.351992	[0.26-0.44] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	5E-13	12.301029995664	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with diacyl residue sum C42:1)	0.324237	[0.24-0.41] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61817672	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174562-G	rs174562	0	174562	intron_variant	0	NR	3E-21	20.5228787452803	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with acyl-alkyl residue sum C40:1)	0.418017	[0.33-0.5] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61817672	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174562-G	rs174562	0	174562	intron_variant	0	NR	6E-16	15.2218487496164	(Phosphatidylcholine with diacyl residue sum C34:2/Phosphatidylcholine with acyl-alkyl residue sum C40:5)	0.355629	[0.27-0.44] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	1E-12	12	(Phosphatidylcholine with diacyl residue sum C36:1/Phosphatidylcholine with diacyl residue sum C40:4)	0.315009	[0.23-0.4] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803876	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174548-G	rs174548	0	174548	5_prime_UTR_variant	0	NR	3E-14	13.5228787452803	(Phosphatidylcholine with diacyl residue sum C36:3/Lysophosphatidylcholine with acyl residue C16:0)	0.32381	[0.24-0.41] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803876	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174548-G	rs174548	0	174548	5_prime_UTR_variant	0	NR	3E-33	32.5228787452803	(Phosphatidylcholine with diacyl residue sum C36:3/Phosphatidylcholine with diacyl residue sum C40:4)	0.523084	[0.44-0.61] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803910	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174549-A	rs174549	0	174549	5_prime_UTR_variant	0	NR	2E-18	17.698970004336	(Phosphatidylcholine with diacyl residue sum C36:3/Phosphatidylcholine with diacyl residue sum C42:4)	0.385272	[0.3-0.47] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	7E-18	17.1549019599857	(Phosphatidylcholine with diacyl residue sum C36:3/Phosphatidylcholine with diacyl residue sum C42:5)	0.38643	[0.3-0.47] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61817672	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174562-G	rs174562	0	174562	intron_variant	0	NR	7E-30	29.1549019599857	(Phosphatidylcholine with diacyl residue sum C36:3/Phosphatidylcholine with acyl-alkyl residue sum C40:1)	0.496589	[0.41-0.58] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61817672	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174562-G	rs174562	0	174562	intron_variant	0	NR	3E-22	21.5228787452803	(Phosphatidylcholine with diacyl residue sum C36:3/Phosphatidylcholine with acyl-alkyl residue sum C40:5)	0.424191	[0.34-0.51] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61813896	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174557-G	rs174557	0	174557	intron_variant	0	NR	4E-29	28.397940008672	(Phosphatidylcholine with diacyl residue sum C36:4/Lysophosphatidylcholine with acyl residue C20:3)	0.49858	[0.41-0.58] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803876	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174548-G	rs174548	0	174548	5_prime_UTR_variant	0	NR	1E-39	39	(Phosphatidylcholine with diacyl residue sum C38:3/Phosphatidylcholine with diacyl residue sum C40:4)	0.561158	[0.48-0.64] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803910	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174549-A	rs174549	0	174549	5_prime_UTR_variant	0	NR	4E-12	11.397940008672	(Phosphatidylcholine with diacyl residue sum C38:3/Phosphatidylcholine with diacyl residue sum C42:4)	0.30512	[0.22-0.39] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61811991	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174554-G	rs174554	0	174554	intron_variant	0	NR	3E-17	16.5228787452803	(Phosphatidylcholine with diacyl residue sum C38:3/Phosphatidylcholine with acyl-alkyl residue sum C40:1)	0.370484	[0.29-0.46] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	4E-28	27.397940008672	(Phosphatidylcholine with diacyl residue sum C38:4/Lysophosphatidylcholine with acyl residue C20:3)	0.481575	[0.4-0.57] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803876	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174548-G	rs174548	0	174548	5_prime_UTR_variant	0	NR	8E-14	13.0969100130081	(Phosphatidylcholine with diacyl residue sum C40:4/Phosphatidylcholine with acyl-alkyl residue sum C36:3)	0.332072	[0.25-0.42] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	4E-15	14.397940008672	(Phosphatidylcholine with diacyl residue sum C40:5/Lysophosphatidylcholine with acyl residue C20:3)	0.348537	[0.26-0.43] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803876	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174548-G	rs174548	0	174548	5_prime_UTR_variant	0	NR	1E-15	15	(Phosphatidylcholine with diacyl residue sum C40:5/Phosphatidylcholine with acyl-alkyl residue sum C36:3)	0.354703	[0.27-0.44] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	4E-12	11.397940008672	(Phosphatidylcholine with diacyl residue sum C42:1/Phosphatidylcholine with acyl-alkyl residue sum C42:3)	0.310284	[0.22-0.4] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	5E-20	19.301029995664	(Phosphatidylcholine with diacyl residue sum C42:4/Phosphatidylcholine with acyl-alkyl residue sum C38:3)	0.397827	[0.31-0.48] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	3E-17	16.5228787452803	(Phosphatidylcholine with acyl-alkyl residue sum C32:2/Phosphatidylcholine with acyl-alkyl residue sum C36:3)	0.369914	[0.29-0.45] unit decrease	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61817672	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174562-G	rs174562	0	174562	intron_variant	0	NR	1E-19	19	(Phosphatidylcholine with acyl-alkyl residue sum C36:2/Phosphatidylcholine with acyl-alkyl residue sum C40:1)	0.396611	[0.31-0.48] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61801834	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174545-G	rs174545	0	174545	3_prime_UTR_variant	0	NR	7E-21	20.1549019599857	(Phosphatidylcholine with acyl-alkyl residue sum C36:3/Phosphatidylcholine with acyl-alkyl residue sum C40:1)	0.407966	[0.32-0.49] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803876	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174548-G	rs174548	0	174548	5_prime_UTR_variant	0	NR	5E-12	11.301029995664	(Phosphatidylcholine with acyl-alkyl residue sum C36:3/Phosphatidylcholine with acyl-alkyl residue sum C42:2)	0.307499	[0.22-0.39] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61814292	FADS1	FADS1, FADS2			ENSG00000149485, ENSG00000134824	NA	NA	rs174560-C	rs174560	0	174560	non_coding_transcript_exon_variant	0	NR	5E-24	23.301029995664	(Phosphatidylcholine with acyl-alkyl residue sum C36:3/Phosphatidylcholine with acyl-alkyl residue sum C44:6)	0.444499	[0.36-0.53] unit increase	Illumina [up to 9281895] (imputed)	N
2018-05-30	29545352	Li Y	2018-03-15	J Am Soc Nephrol	www.ncbi.nlm.nih.gov/pubmed/29545352	Genome-Wide Association Studies of Metabolites in Patients with CKD Identify Multiple Loci and Illuminate Tubular Transport Mechanisms.	Serum metabolite ratios in chronic kidney disease	1,143 European ancestry cases	NA	11q12.2	11	61803876	FADS1	FADS2, FADS1			ENSG00000134824, ENSG00000149485	NA	NA	rs174548-G	rs174548	0	174548	5_prime_UTR_variant	0	NR	6E-14	13.2218487496164	(Phosphatidylcholine with acyl-alkyl residue sum C36:3/Sphingomyelin with acyl residue sum C16:0)	0.335386	[0.25-0.42] unit increase	Illumina [up to 9281895] (imputed)	N
