Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000088991	ENSG00000273694	AC241952.1	Gm22768
ENSMUSG00000088991	ENSG00000222788	RNU2-38P	Gm22768
ENSMUSG00000075837	ENSG00000202069	RNU4-66P	Gm22005
ENSMUSG00000096659	ENSG00000200903	RNU1-42P	Gm25679
ENSMUSG00000077396	ENSG00000251887	RNU6-760P	Gm24340
ENSMUSG00000093983	ENSG00000207345	RNU6-1222P	Gm25431
ENSMUSG00000087939	ENSG00000252952	RNU6-58P	Gm23676
ENSMUSG00000065283	ENSG00000207022	AL162740.1	Gm24454
ENSMUSG00000095111	ENSG00000207503	AP001610.1	Gm23713
ENSMUSG00000095111	ENSG00000206799	SNORA32	Gm23713
ENSMUSG00000095111	ENSG00000206776	AC021733.1	Gm23713
ENSMUSG00000095111	ENSG00000201384	AC007375.1	Gm23713
ENSMUSG00000099209	ENSG00000276185	AC005045.2	Gm27941
ENSMUSG00000088909	ENSG00000212498	SNORD86	Gm50111
ENSMUSG00000087886	ENSG00000222705	RN7SKP39	Gm23599
ENSMUSG00000088668	ENSG00000283271	AC106041.1	Gm25335
ENSMUSG00000088668	ENSG00000253022	RNU6-731P	Gm25335
ENSMUSG00000088668	ENSG00000202433	RNU6-54P	Gm25335
ENSMUSG00000088668	ENSG00000251865	RNU6-518P	Gm25335
ENSMUSG00000084422	ENSG00000221611	AC007688.1	Gm25108
ENSMUSG00000088686	ENSG00000201161	RN7SKP10	Gm24857
ENSMUSG00000065336	ENSG00000221491	SNORA2C	Snora34
ENSMUSG00000088343	ENSG00000239007	RNU7-95P	Gm22339
ENSMUSG00000095581	ENSG00000212428	AC124303.1	Gm22630
ENSMUSG00000095581	ENSG00000212528	SNORD115-47	Gm22630
ENSMUSG00000080486	ENSG00000221500	SNORD100	Snord100
ENSMUSG00000093854	ENSG00000212428	AC124303.1	Gm24310
ENSMUSG00000093854	ENSG00000212528	SNORD115-47	Gm24310
ENSMUSG00000084744	ENSG00000212228	AC009121.2	Gm25291
ENSMUSG00000089082	ENSG00000252087	RN7SKP248	Gm24860
ENSMUSG00000065126	ENSG00000199753	SNORD104	Snord104
ENSMUSG00000096387	ENSG00000212428	AC124303.1	Gm26488
ENSMUSG00000096387	ENSG00000212528	SNORD115-47	Gm26488
ENSMUSG00000095885	ENSG00000212428	AC124303.1	Gm26432
ENSMUSG00000095885	ENSG00000212528	SNORD115-47	Gm26432
ENSMUSG00000084619	ENSG00000212382	RNU6-159P	Gm25045
ENSMUSG00000098484	ENSG00000276609	AC004080.9	Gm27280
ENSMUSG00000088879	ENSG00000200139	RNU6-778P	Gm25867
ENSMUSG00000088709	ENSG00000252355	RN7SKP287	Gm25557
ENSMUSG00000065575	ENSG00000198983	MIR449A	Mir449a
ENSMUSG00000065480	ENSG00000199080	MIR133B	Mir133b
ENSMUSG00000095636	ENSG00000207044	RNU6-1226P	Gm22950
ENSMUSG00000064814	ENSG00000207503	AP001610.1	Gm23939
ENSMUSG00000064814	ENSG00000206799	SNORA32	Gm23939
ENSMUSG00000064814	ENSG00000206776	AC021733.1	Gm23939
ENSMUSG00000064814	ENSG00000201384	AC007375.1	Gm23939
ENSMUSG00000070081	ENSG00000207633	MIR505	Mir505
ENSMUSG00000089162	ENSG00000199551	RNU6-545P	Gm24129
ENSMUSG00000064836	ENSG00000252473	AC007684.1	Gm25697
ENSMUSG00000089136	ENSG00000221216	RNU6ATAC27P	Gm24922
ENSMUSG00000089136	ENSG00000252603	RNU6ATAC22P	Gm24922
ENSMUSG00000064631	ENSG00000274408	RNA5SP536	n-R5s42
ENSMUSG00000098479	ENSG00000275856	AL669914.2	Gm27263
ENSMUSG00000089395	ENSG00000252076	RN7SKP196	Gm23024
ENSMUSG00000089265	ENSG00000238300	SNORD121B	Gm22888
ENSMUSG00000077645	ENSG00000212428	AC124303.1	Gm24983
ENSMUSG00000077645	ENSG00000212528	SNORD115-47	Gm24983
ENSMUSG00000077369	ENSG00000199488	RNU1-70P	Gm23485
ENSMUSG00000064522	ENSG00000206629	RNU1-63P	Gm26442
ENSMUSG00000065565	ENSG00000207759	MIR181A1	Mir181a-1
ENSMUSG00000099287	ENSG00000273974	AC004386.3	Gm27987
ENSMUSG00000098665	ENSG00000278072	AC108713.1	Gm27587
ENSMUSG00000094303	ENSG00000232423	PRAMEF6	AC165294.1
ENSMUSG00000094303	ENSG00000204505	PRAMEF9	AC165294.1
ENSMUSG00000094303	ENSG00000204479	PRAMEF17	AC165294.1
ENSMUSG00000094303	ENSG00000237700	PRAMEF33	AC165294.1
ENSMUSG00000094303	ENSG00000204501	PRAMEF15	AC165294.1
ENSMUSG00000094303	ENSG00000204480	PRAMEF19	AC165294.1
ENSMUSG00000094303	ENSG00000229571	PRAMEF25	AC165294.1
ENSMUSG00000094303	ENSG00000116721	PRAMEF1	AC165294.1
ENSMUSG00000094303	ENSG00000204481	PRAMEF14	AC165294.1
ENSMUSG00000094303	ENSG00000243073	PRAMEF4	AC165294.1
ENSMUSG00000094303	ENSG00000270601	PRAMEF5	AC165294.1
ENSMUSG00000094303	ENSG00000187545	PRAMEF10	AC165294.1
ENSMUSG00000094303	ENSG00000279169	PRAMEF13	AC165294.1
ENSMUSG00000094303	ENSG00000116726	PRAMEF12	AC165294.1
ENSMUSG00000094303	ENSG00000280267	PRAMEF26	AC165294.1
ENSMUSG00000094303	ENSG00000239810	PRAMEF11	AC165294.1
ENSMUSG00000094303	ENSG00000274764	PRAMEF27	AC165294.1
ENSMUSG00000094303	ENSG00000204478	PRAMEF20	AC165294.1
ENSMUSG00000094303	ENSG00000182330	PRAMEF8	AC165294.1
ENSMUSG00000094303	ENSG00000120952	PRAMEF2	AC165294.1
ENSMUSG00000094303	ENSG00000204510	PRAMEF7	AC165294.1
ENSMUSG00000094303	ENSG00000279804	PRAMEF18	AC165294.1
ENSMUSG00000065402	ENSG00000284440	MIR122	Mir122
ENSMUSG00000095505	ENSG00000232423	PRAMEF6	AC164084.1
ENSMUSG00000095505	ENSG00000204505	PRAMEF9	AC164084.1
ENSMUSG00000095505	ENSG00000204479	PRAMEF17	AC164084.1
ENSMUSG00000095505	ENSG00000237700	PRAMEF33	AC164084.1
ENSMUSG00000095505	ENSG00000204501	PRAMEF15	AC164084.1
ENSMUSG00000095505	ENSG00000204480	PRAMEF19	AC164084.1
ENSMUSG00000095505	ENSG00000229571	PRAMEF25	AC164084.1
ENSMUSG00000095505	ENSG00000116721	PRAMEF1	AC164084.1
ENSMUSG00000095505	ENSG00000204481	PRAMEF14	AC164084.1
ENSMUSG00000095505	ENSG00000243073	PRAMEF4	AC164084.1
ENSMUSG00000095505	ENSG00000270601	PRAMEF5	AC164084.1
ENSMUSG00000095505	ENSG00000187545	PRAMEF10	AC164084.1
ENSMUSG00000095505	ENSG00000279169	PRAMEF13	AC164084.1
ENSMUSG00000095505	ENSG00000116726	PRAMEF12	AC164084.1
ENSMUSG00000095505	ENSG00000280267	PRAMEF26	AC164084.1
ENSMUSG00000095505	ENSG00000239810	PRAMEF11	AC164084.1
ENSMUSG00000095505	ENSG00000274764	PRAMEF27	AC164084.1
ENSMUSG00000095505	ENSG00000204478	PRAMEF20	AC164084.1
ENSMUSG00000095505	ENSG00000182330	PRAMEF8	AC164084.1
ENSMUSG00000095505	ENSG00000120952	PRAMEF2	AC164084.1
ENSMUSG00000095505	ENSG00000204510	PRAMEF7	AC164084.1
ENSMUSG00000095505	ENSG00000279804	PRAMEF18	AC164084.1
ENSMUSG00000094514	ENSG00000067066	SP100	AC133103.3
ENSMUSG00000089286	ENSG00000223284	RNU6-195P	Gm24277
ENSMUSG00000088273	ENSG00000212228	AC009121.2	Gm23123
ENSMUSG00000065629	ENSG00000238297	AC005046.1	Gm24826
ENSMUSG00000065629	ENSG00000221633	AC016948.1	Gm24826
ENSMUSG00000065629	ENSG00000221400	SNORD3J	Gm24826
ENSMUSG00000065602	ENSG00000208012	MIRLET7F2	Mirlet7f-2
ENSMUSG00000095523	ENSG00000232423	PRAMEF6	AC124606.1
ENSMUSG00000095523	ENSG00000204505	PRAMEF9	AC124606.1
ENSMUSG00000095523	ENSG00000204479	PRAMEF17	AC124606.1
ENSMUSG00000095523	ENSG00000237700	PRAMEF33	AC124606.1
ENSMUSG00000095523	ENSG00000204501	PRAMEF15	AC124606.1
ENSMUSG00000095523	ENSG00000204480	PRAMEF19	AC124606.1
ENSMUSG00000095523	ENSG00000229571	PRAMEF25	AC124606.1
ENSMUSG00000095523	ENSG00000116721	PRAMEF1	AC124606.1
ENSMUSG00000095523	ENSG00000204481	PRAMEF14	AC124606.1
ENSMUSG00000095523	ENSG00000243073	PRAMEF4	AC124606.1
ENSMUSG00000095523	ENSG00000270601	PRAMEF5	AC124606.1
ENSMUSG00000095523	ENSG00000187545	PRAMEF10	AC124606.1
ENSMUSG00000095523	ENSG00000279169	PRAMEF13	AC124606.1
ENSMUSG00000095523	ENSG00000116726	PRAMEF12	AC124606.1
ENSMUSG00000095523	ENSG00000280267	PRAMEF26	AC124606.1
ENSMUSG00000095523	ENSG00000239810	PRAMEF11	AC124606.1
ENSMUSG00000095523	ENSG00000274764	PRAMEF27	AC124606.1
ENSMUSG00000095523	ENSG00000204478	PRAMEF20	AC124606.1
ENSMUSG00000095523	ENSG00000182330	PRAMEF8	AC124606.1
ENSMUSG00000095523	ENSG00000120952	PRAMEF2	AC124606.1
ENSMUSG00000095523	ENSG00000204510	PRAMEF7	AC124606.1
ENSMUSG00000095523	ENSG00000279804	PRAMEF18	AC124606.1
ENSMUSG00000064818	ENSG00000252533	RNU6-572P	Gm22359
ENSMUSG00000094717	ENSG00000207334	RNU6-12P	Gm22821
ENSMUSG00000088076	ENSG00000239007	RNU7-95P	Gm22815
ENSMUSG00000089050	ENSG00000200652	AC136611.1	Gm23353
ENSMUSG00000089170	ENSG00000200857	AC004966.1	Gm22431
ENSMUSG00000089170	ENSG00000201690	RNY1P2	Gm22431
ENSMUSG00000089170	ENSG00000222509	AC007405.1	Gm22431
ENSMUSG00000089170	ENSG00000200174	AL162739.1	Gm22431
ENSMUSG00000089170	ENSG00000206959	AL157838.2	Gm22431
ENSMUSG00000089170	ENSG00000195401	AL513534.1	Gm22431
ENSMUSG00000065219	ENSG00000201330	SNORD32B	Snord32a
ENSMUSG00000065219	ENSG00000201675	SNORD32A	Snord32a
ENSMUSG00000077772	ENSG00000275127	SNORD116-22	Gm22373
ENSMUSG00000077772	ENSG00000207263	SNORD116-16	Gm22373
ENSMUSG00000077772	ENSG00000206609	SNORD116-11	Gm22373
ENSMUSG00000077772	ENSG00000206621	SNORD116-14	Gm22373
ENSMUSG00000077772	ENSG00000207279	SNORD116-24	Gm22373
ENSMUSG00000077772	ENSG00000207460	SNORD116-19	Gm22373
ENSMUSG00000077772	ENSG00000207375	SNORD116-23	Gm22373
ENSMUSG00000077772	ENSG00000277785	SNORD116-21	Gm22373
ENSMUSG00000077772	ENSG00000206688	SNORD116-18	Gm22373
ENSMUSG00000077772	ENSG00000207197	SNORD116-12	Gm22373
ENSMUSG00000077772	ENSG00000206656	SNORD116-17	Gm22373
ENSMUSG00000077772	ENSG00000252985	AC006443.1	Gm22373
ENSMUSG00000077772	ENSG00000278715	SNORD116-20	Gm22373
ENSMUSG00000077772	ENSG00000200661	SNORD116-10	Gm22373
ENSMUSG00000077772	ENSG00000202498	AC092799.1	Gm22373
ENSMUSG00000077772	ENSG00000207174	SNORD116-15	Gm22373
ENSMUSG00000077772	ENSG00000207137	SNORD116-13	Gm22373
ENSMUSG00000096811	ENSG00000212428	AC124303.1	Gm25088
ENSMUSG00000096811	ENSG00000212528	SNORD115-47	Gm25088
ENSMUSG00000089487	ENSG00000253089	RNU1-104P	Gm24736
ENSMUSG00000088712	ENSG00000251869	SCARNA23	Gm22728
ENSMUSG00000098962	ENSG00000277859	AC009014.4	Gm27698
ENSMUSG00000038555	ENSG00000132563	REEP2	Reep2
ENSMUSG00000079773	ENSG00000187186	AL162231.1	AC087559.2
ENSMUSG00000064834	ENSG00000206605	RNU6-946P	Gm25696
ENSMUSG00000084445	ENSG00000201330	SNORD32B	Gm26252
ENSMUSG00000084445	ENSG00000201675	SNORD32A	Gm26252
ENSMUSG00000064971	ENSG00000207291	RNU6-30P	Gm26054
ENSMUSG00000084640	ENSG00000223142	RN7SKP252	Gm24383
ENSMUSG00000084640	ENSG00000252633	RN7SKP282	Gm24383
ENSMUSG00000093064	ENSG00000239899	RN7SL674P	Gm23153
ENSMUSG00000088616	ENSG00000200106	RNU6-984P	Gm26000
ENSMUSG00000065397	ENSG00000283904	MIR155	Mir155
ENSMUSG00000087859	ENSG00000223087	RNU6-602P	Gm22796
ENSMUSG00000065593	ENSG00000199023	MIR339	Mir339
ENSMUSG00000064685	ENSG00000206918	RNU6-1181P	Gm25812
ENSMUSG00000064928	ENSG00000200522	RNU6-957P	Gm22045
ENSMUSG00000095616	ENSG00000200903	RNU1-42P	Gm26244
ENSMUSG00000096170	ENSG00000199334	RNA5S11	n-R5s146
ENSMUSG00000064679	ENSG00000201036	AL132709.2	Gm25357
ENSMUSG00000064679	ENSG00000200150	AL132709.1	Gm25357
ENSMUSG00000089408	ENSG00000277209	RPPH1	Gm24885
ENSMUSG00000076142	ENSG00000284251	MIR711	Mir711
ENSMUSG00000077562	ENSG00000201095	RNU6-266P	Gm23203
ENSMUSG00000065450	ENSG00000199001	MIR448	Mir448
ENSMUSG00000088185	ENSG00000278249	SCARNA2	Scarna2
ENSMUSG00000099208	ENSG00000273966	AC015978.1	Gm27940
ENSMUSG00000099208	ENSG00000278391	AC007241.1	Gm27940
ENSMUSG00000025226	ENSG00000107872	FBXL15	Fbxl15
ENSMUSG00000106489	ENSG00000281159	AC112786.1	Gm23370
ENSMUSG00000089418	ENSG00000199546	AC121247.1	Gm22016
ENSMUSG00000089418	ENSG00000201371	AC016597.1	Gm22016
ENSMUSG00000065428	ENSG00000283170	MIR382	Mir382
ENSMUSG00000098974	ENSG00000278050	AP000944.3	Gm27505
ENSMUSG00000095129	ENSG00000272055	RNU6-6P	Gm23217
ENSMUSG00000096349	ENSG00000200903	RNU1-42P	Gm22513
ENSMUSG00000095311	ENSG00000252068	RNU6-390P	Gm25464
ENSMUSG00000096713	ENSG00000207099	RNU6-166P	Gm23148
ENSMUSG00000065515	ENSG00000207947	MIR152	Mir152
ENSMUSG00000088329	ENSG00000277209	RPPH1	Gm25661
ENSMUSG00000087879	ENSG00000252350	RPPH1-3P	Gm26106
ENSMUSG00000088230	ENSG00000222506	AC092919.1	Gm25427
ENSMUSG00000089277	ENSG00000202081	RNU6-1280P	Gm24546
ENSMUSG00000088435	ENSG00000212228	AC009121.2	Gm25383
ENSMUSG00000088103	ENSG00000212228	AC009121.2	Gm23993
ENSMUSG00000088332	ENSG00000199932	RNU1-18P	Gm22847
ENSMUSG00000094458	ENSG00000212428	AC124303.1	Gm22627
ENSMUSG00000094458	ENSG00000212528	SNORD115-47	Gm22627
ENSMUSG00000065794	ENSG00000200885	RNU1-146P	Gm25514
ENSMUSG00000089539	ENSG00000252273	RNU6-426P	Gm25160
ENSMUSG00000064433	ENSG00000199546	AC121247.1	Gm25586
ENSMUSG00000064433	ENSG00000201371	AC016597.1	Gm25586
ENSMUSG00000095511	ENSG00000212428	AC124303.1	Gm24137
ENSMUSG00000095511	ENSG00000212528	SNORD115-47	Gm24137
ENSMUSG00000065090	ENSG00000252729	RNU6-971P	Gm23677
ENSMUSG00000092710	ENSG00000278010	AL627230.4	Gm22857
ENSMUSG00000092710	ENSG00000252014	AC107393.2	Gm22857
ENSMUSG00000092710	ENSG00000252199	AC018692.1	Gm22857
ENSMUSG00000092710	ENSG00000252724	CR769767.2	Gm22857
ENSMUSG00000092710	ENSG00000252133	AL590399.7	Gm22857
ENSMUSG00000092710	ENSG00000276094	AL591926.2	Gm22857
ENSMUSG00000089269	ENSG00000202229	RNU6-1138P	Gm26468
ENSMUSG00000065853	ENSG00000212615	AL121809.1	Gm22354
ENSMUSG00000065853	ENSG00000271982	SNORD58B	Gm22354
ENSMUSG00000096392	ENSG00000212428	AC124303.1	Gm23688
ENSMUSG00000096392	ENSG00000212528	SNORD115-47	Gm23688
ENSMUSG00000065698	ENSG00000207516	SNORA41B	Gm25409
ENSMUSG00000099151	ENSG00000276494	AC021424.4	Gm27803
ENSMUSG00000096812	ENSG00000212428	AC124303.1	Gm25087
ENSMUSG00000096812	ENSG00000212528	SNORD115-47	Gm25087
ENSMUSG00000094751	ENSG00000200343	RNA5S8	Gm25018
ENSMUSG00000088677	ENSG00000199959	AL359273.1	Gm22804
ENSMUSG00000089489	ENSG00000239007	RNU7-95P	Gm24732
ENSMUSG00000088793	ENSG00000252608	RNU6-1191P	Gm22540
ENSMUSG00000088793	ENSG00000201097	RNU6-366P	Gm22540
ENSMUSG00000065540	ENSG00000199161	MIR126	Mir126a
ENSMUSG00000064510	ENSG00000201260	RNU6-1075P	Gm22458
ENSMUSG00000075770	ENSG00000265236	SNORD84	Gm22589
ENSMUSG00000089383	ENSG00000252545	RNU6-362P	Gm24676
ENSMUSG00000087947	ENSG00000239007	RNU7-95P	Gm24249
ENSMUSG00000094980	ENSG00000206835	RNU1-74P	Gm23727
ENSMUSG00000095722	ENSG00000207052	RNU6-378P	Gm23648
ENSMUSG00000064477	ENSG00000207503	AP001610.1	Gm23404
ENSMUSG00000064477	ENSG00000206799	SNORA32	Gm23404
ENSMUSG00000064477	ENSG00000206776	AC021733.1	Gm23404
ENSMUSG00000064477	ENSG00000201384	AC007375.1	Gm23404
ENSMUSG00000077212	ENSG00000212452	SNORD69	Snord69
ENSMUSG00000089484	ENSG00000252767	RNU6-250P	Gm24735
ENSMUSG00000098262	ENSG00000278039	AL353804.7	Gm27520
ENSMUSG00000065367	ENSG00000207451	RNU6-291P	Gm24410
ENSMUSG00000064837	ENSG00000206885	SNORA75	Snora75
ENSMUSG00000065825	ENSG00000207136	RNU6-769P	Gm26314
ENSMUSG00000065825	ENSG00000201298	RNU6-1164P	Gm26314
ENSMUSG00000096357	ENSG00000206625	RNU6-1	Gm25709
ENSMUSG00000064626	ENSG00000200681	RNU6-263P	Gm22306
ENSMUSG00000064626	ENSG00000207308	RNU6-878P	Gm22306
ENSMUSG00000064626	ENSG00000207336	RNU6-658P	Gm22306
ENSMUSG00000065520	ENSG00000207654	MIR128-1	Mir128-1
ENSMUSG00000094188	ENSG00000252545	RNU6-362P	Gm22621
ENSMUSG00000093246	ENSG00000284140	MIR3618	Gm24572
ENSMUSG00000105758	ENSG00000198972	MIRLET7E	Mirlet7e
ENSMUSG00000065676	ENSG00000238423	SNORD42B	Snord42b
ENSMUSG00000064792	ENSG00000207503	AP001610.1	Gm24355
ENSMUSG00000064792	ENSG00000206799	SNORA32	Gm24355
ENSMUSG00000064792	ENSG00000206776	AC021733.1	Gm24355
ENSMUSG00000064792	ENSG00000201384	AC007375.1	Gm24355
ENSMUSG00000065151	ENSG00000252473	AC007684.1	Gm25480
ENSMUSG00000089410	ENSG00000252697	RN7SKP209	Gm22014
ENSMUSG00000099252	ENSG00000276730	AL138834.1	Gm27265
ENSMUSG00000089542	ENSG00000238917	SNORD10	Gm25835
ENSMUSG00000084661	ENSG00000222736	RNU4-6P	Gm24635
ENSMUSG00000088165	ENSG00000252028	RN7SKP52	Gm23533
ENSMUSG00000088165	ENSG00000252312	RN7SKP21	Gm23533
ENSMUSG00000089587	ENSG00000212228	AC009121.2	Gm23339
ENSMUSG00000089297	ENSG00000199785	SNORA52	Gm24634
ENSMUSG00000064880	ENSG00000200418	SNORA63B	Gm24201
ENSMUSG00000065371	ENSG00000252209	RNU1-48P	Gm22739
ENSMUSG00000065371	ENSG00000251970	RNU1-41P	Gm22739
ENSMUSG00000065371	ENSG00000252166	RNU1-95P	Gm22739
ENSMUSG00000065371	ENSG00000252625	RNU1-40P	Gm22739
ENSMUSG00000065371	ENSG00000251917	RNU1-86P	Gm22739
ENSMUSG00000065371	ENSG00000252426	RNU1-107P	Gm22739
ENSMUSG00000065371	ENSG00000200731	RNU1-124P	Gm22739
ENSMUSG00000065371	ENSG00000206820	RNU1-138P	Gm22739
ENSMUSG00000065371	ENSG00000252513	RNU1-128P	Gm22739
ENSMUSG00000065371	ENSG00000252681	RNU1-97P	Gm22739
ENSMUSG00000094726	ENSG00000206972	RNU6-17P	Gm23355
ENSMUSG00000094726	ENSG00000207257	RNU6-18P	Gm23355
ENSMUSG00000070144	ENSG00000199017	MIR1-1	Mir1a-1
ENSMUSG00000065664	ENSG00000212330	RNU6-244P	Gm22578
ENSMUSG00000095205	ENSG00000221740	SNORD93	Snord93
ENSMUSG00000077457	ENSG00000277512	SNORD65	Snord65
ENSMUSG00000088308	ENSG00000238835	SCARNA18	Gm24507
ENSMUSG00000088280	ENSG00000252204	AC023050.2	Gm23584
ENSMUSG00000089450	ENSG00000253086	RNU6-537P	Gm24225
ENSMUSG00000064671	ENSG00000201302	SNORA65	Gm22807
ENSMUSG00000089596	ENSG00000253079	NRON	Nron
ENSMUSG00000070074	ENSG00000283736	MIR484	Mir484
ENSMUSG00000064397	ENSG00000199883	RN7SKP90	Gm23624
ENSMUSG00000064706	ENSG00000199546	AC121247.1	Gm22508
ENSMUSG00000064706	ENSG00000201371	AC016597.1	Gm22508
ENSMUSG00000064780	ENSG00000264549	SNORD95	Snord95
ENSMUSG00000065619	ENSG00000207691	MIR183	Mir183
ENSMUSG00000065911	ENSG00000201793	RN7SKP9	Gm24447
ENSMUSG00000077347	ENSG00000200745	RNU1-31P	Gm24671
ENSMUSG00000095703	ENSG00000207002	AC020634.1	Gm24829
ENSMUSG00000084417	ENSG00000252145	RNU6-1225P	Gm23463
ENSMUSG00000094059	ENSG00000212428	AC124303.1	Gm23471
ENSMUSG00000094059	ENSG00000212528	SNORD115-47	Gm23471
ENSMUSG00000065395	ENSG00000207614	MIR193A	Mir193a
ENSMUSG00000096547	ENSG00000201707	RNU6-818P	Gm25235
ENSMUSG00000089350	ENSG00000277194	SNORD22	Gm25487
ENSMUSG00000064702	ENSG00000222985	RNU2-14P	Gm24950
ENSMUSG00000064702	ENSG00000222627	RNU2-37P	Gm24950
ENSMUSG00000064702	ENSG00000222724	RNU2-63P	Gm24950
ENSMUSG00000088149	ENSG00000207462	RNU6-376P	Gm24716
ENSMUSG00000065138	ENSG00000272055	RNU6-6P	Gm24458
ENSMUSG00000065094	ENSG00000278261	SNORD1A	Snord1a
ENSMUSG00000065492	ENSG00000207811	MIR34B	Mir34b
ENSMUSG00000076444	ENSG00000283899	MIR761	Mir761
ENSMUSG00000094037	ENSG00000212428	AC124303.1	Gm24652
ENSMUSG00000094037	ENSG00000212528	SNORD115-47	Gm24652
ENSMUSG00000093178	ENSG00000254341	SNORD87	Snord87
ENSMUSG00000084682	ENSG00000222524	RN7SKP109	Gm22024
ENSMUSG00000077575	ENSG00000221639	AC053527.1	Gm24888
ENSMUSG00000077575	ENSG00000212607	SNORA3B	Gm24888
ENSMUSG00000077575	ENSG00000221093	AC107376.1	Gm24888
ENSMUSG00000077575	ENSG00000221719	SNORA3C	Gm24888
ENSMUSG00000077575	ENSG00000221148	AC090679.1	Gm24888
ENSMUSG00000065453	ENSG00000199133	MIRLET7D	Mirlet7d
ENSMUSG00000096882	ENSG00000202239	RNU6-396P	Gm23570
ENSMUSG00000089005	ENSG00000206939	RNU6-281P	Gm23856
ENSMUSG00000070136	ENSG00000207961	MIR496	Mir496a
ENSMUSG00000096022	ENSG00000207343	RNU6-225P	Gm23421
ENSMUSG00000096200	ENSG00000206944	RNU6-708P	Gm23186
ENSMUSG00000065757	ENSG00000201263	SNORD114-6	Gm23347
ENSMUSG00000065259	ENSG00000202189	SNORA30B	Snora30
ENSMUSG00000089070	ENSG00000252162	RNU6-830P	Gm24498
ENSMUSG00000065400	ENSG00000207607	MIR200A	Mir200a
ENSMUSG00000096447	ENSG00000212428	AC124303.1	Gm24206
ENSMUSG00000096447	ENSG00000212528	SNORD115-47	Gm24206
ENSMUSG00000088085	ENSG00000207198	RNU6-1195P	Gm25343
ENSMUSG00000096799	ENSG00000212428	AC124303.1	Gm22996
ENSMUSG00000096799	ENSG00000212528	SNORD115-47	Gm22996
ENSMUSG00000087712	ENSG00000252400	RNU6-1291P	Gm25828
ENSMUSG00000088314	ENSG00000206592	AC016559.1	Gm26186
ENSMUSG00000088314	ENSG00000200288	AC026355.1	Gm26186
ENSMUSG00000088314	ENSG00000206849	AC079969.1	Gm26186
ENSMUSG00000088314	ENSG00000252719	AL356785.1	Gm26186
ENSMUSG00000088314	ENSG00000252249	AL391336.2	Gm26186
ENSMUSG00000077649	ENSG00000212498	SNORD86	Gm24989
ENSMUSG00000064858	ENSG00000202216	AC096587.1	Snora43
ENSMUSG00000064858	ENSG00000199815	AC034186.1	Snora43
ENSMUSG00000088480	ENSG00000222869	RNU6-565P	Gm23643
ENSMUSG00000088480	ENSG00000252943	RNU6-264P	Gm23643
ENSMUSG00000065295	ENSG00000253094	AL162853.1	Gm24134
ENSMUSG00000065295	ENSG00000199744	SNORD36A	Gm24134
ENSMUSG00000065471	ENSG00000207725	MIR222	Mir222
ENSMUSG00000095660	ENSG00000212428	AC124303.1	Gm22274
ENSMUSG00000095660	ENSG00000212528	SNORD115-47	Gm22274
ENSMUSG00000098435	ENSG00000278334	AC004080.14	Gm27492
ENSMUSG00000065529	ENSG00000283824	MIR22	Mir22
ENSMUSG00000089617	ENSG00000239002	SCARNA10	Scarna10
ENSMUSG00000088789	ENSG00000252481	SCARNA13	Scarna13
ENSMUSG00000093822	ENSG00000200424	RNU6-1155P	Gm24801
ENSMUSG00000106653	ENSG00000207749	MIR299	Mir299a
ENSMUSG00000065398	ENSG00000207768	MIR188	Mir188
ENSMUSG00000098850	ENSG00000277502	AC007383.3	Gm27390
ENSMUSG00000095092	ENSG00000135899	SP110	AC125149.5
ENSMUSG00000098399	ENSG00000199594	RNU6-1301P	Gm27995
ENSMUSG00000077221	ENSG00000212135	SNORD67	Snord67
ENSMUSG00000077299	ENSG00000199460	RNU6-1216P	Gm24126
ENSMUSG00000065607	ENSG00000199172	MIR331	Mir331
ENSMUSG00000094703	ENSG00000207041	RNU6-3P	Gm24486
ENSMUSG00000099039	ENSG00000273541	AL137060.1	Gm27928
ENSMUSG00000089001	ENSG00000238862	SNORD19B	Gm23852
ENSMUSG00000070106	ENSG00000284499	MIR363	Mir363
ENSMUSG00000077711	ENSG00000252138	AC005774.1	AF357399
ENSMUSG00000084666	ENSG00000252292	RN7SKP238	Gm23211
ENSMUSG00000065628	ENSG00000199631	SNORD33	Snord33
ENSMUSG00000089175	ENSG00000252712	SCARNA14	Gm22433
ENSMUSG00000089447	ENSG00000281295	Z69713.1	Gm22532
ENSMUSG00000065340	ENSG00000252462	RNU6-113P	Gm25578
ENSMUSG00000088383	ENSG00000277209	RPPH1	Gm24687
ENSMUSG00000096390	ENSG00000212428	AC124303.1	Gm23687
ENSMUSG00000096390	ENSG00000212528	SNORD115-47	Gm23687
ENSMUSG00000089218	ENSG00000202227	RNU6-282P	Gm23384
ENSMUSG00000078035	ENSG00000199031	MIR371A	Mir293
ENSMUSG00000077611	ENSG00000265733	SNORA74C-1	Gm23946
ENSMUSG00000077611	ENSG00000288603	SNORA74C-2	Gm23946
ENSMUSG00000065479	ENSG00000208008	MIR125A	Mir125a
ENSMUSG00000088233	ENSG00000199633	AC090260.1	Gm25428
ENSMUSG00000088233	ENSG00000202449	AC093777.1	Gm25428
ENSMUSG00000088233	ENSG00000199473	AC019117.1	Gm25428
ENSMUSG00000088233	ENSG00000201791	AL162255.1	Gm25428
ENSMUSG00000076066	ENSG00000284567	MIR223	Mir223
